"Handle","Title","Body (HTML)","Vendor","Product Category","Type","Tags","Published","Option1 Name","Option1 Value","Option1 Linked To","Option2 Name","Option2 Value","Option2 Linked To","Variant SKU","Variant Grams","Variant Inventory Tracker","Variant Inventory Policy","Variant Fulfillment Service","Variant Price","Variant Compare At Price","Variant Requires Shipping","Variant Taxable","Variant Barcode","Image Src","Image Alt Text","Gift Card","SEO Title","SEO Description","information (product.metafields.custom.information)","information (product.metafields.jetti.information)","Color (product.metafields.shopify.color-pattern)","Complementary products (product.metafields.shopify--discovery--product_recommendation.complementary_products)","Related products (product.metafields.shopify--discovery--product_recommendation.related_products)","Related products settings (product.metafields.shopify--discovery--product_recommendation.related_products_display)","Search product boosts (product.metafields.shopify--discovery--product_search_boost.queries)","Variant Weight Unit","Variant Tax Code","Cost per item","Status"
"balenciaga-oversize-denim-jacket","","","","","","","","","Light blue","","","","","balenciaga-oversize-denim-jacket-4-4","1000","anrosa-store-com","deny","anrosa-store-com","1650","","TRUE","TRUE","","","","","","","","","","","","","","kg","","1402.5",""
"balenciaga-oversized-t-shirt-under-armour-washed-black","Oversized Washed Cotton T-Shirt","<p>A relaxed, oversized T‑shirt in washed black cotton jersey with a minimalist silhouette. The piece blends athletic and contemporary style, finished with crisp embroidered logos at the chest and back.</p><ul><li>Cotton jersey</li><li>Oversized fit</li><li>Embroidered front and back logos</li><li>Washed black color</li><li>Short sleeves</li></ul><br><p>Product Code: 787349TRVB79034</p>","Balenciaga","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T-Shirts","Balenciaga, Black, Category: Clothing, Clothing, Convictional, Gender: unisex, monostate-anrosa, Season: SS25, unisex, validate-product-description","FALSE","Color","Washed Black","","Size","1","","balenciaga-oversized-t-shirt-under-armour-washed-black-1-1","1000","anrosa-store-com","deny","anrosa-store-com","550","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27237218_57174012_2048.webp?v=1759842107","Front view of oversized black T‑shirt with chest logo","FALSE","Balenciaga Oversized Under Armour T‑Shirt – Washed Black","Oversized washed black cotton T‑shirt with embroidered logos. Relaxed fit and minimalist design. Shop Balenciaga x Under Armour collab.","","","Black","under-armour-sweatpants-black, chunky-sneakers-red-grey, crew-socks-3pk","","","","kg","","467.5","active"
"balenciaga-oversized-t-shirt-under-armour-washed-black","","","","","","","","","Washed Black","","","2","","balenciaga-oversized-t-shirt-under-armour-washed-black-2-2","1000","anrosa-store-com","deny","anrosa-store-com","550","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27237218_57174016_2048.webp?v=1759842108","Back view of oversized black T‑shirt with rear logo","","","","","","","","","","","kg","","467.5",""
"balenciaga-oversized-t-shirt-under-armour-washed-black","","","","","","","","","Washed Black","","","3","","balenciaga-oversized-t-shirt-under-armour-washed-black-3-3","1000","anrosa-store-com","deny","anrosa-store-com","550","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/27237218_57174023_2048.webp?v=1759842107","Model wearing oversized black T‑shirt","","","","","","","","","","","kg","","467.5",""
"balenciaga-oversized-t-shirt-under-armour-washed-black","","","","","","","","","Washed Black","","","4","","balenciaga-oversized-t-shirt-under-armour-washed-black-4-4","1000","anrosa-store-com","deny","anrosa-store-com","550","","TRUE","TRUE","","","","","","","","","","","","","","kg","","467.5",""
"enfants-riches-deprimes-erd-baby-raglan-t-shirt","ERD Baby Raglan Cotton T-Shirt","<p>A refined raglan mock-neck tee cut from medium-weight baby rib cotton. The baby tee fit is finished with single-stitch cuffs and an overedge hem, while a bold front print and vintage wash lend a lived-in, elevated look. Crafted in the USA.</p><ul><li>100% cotton baby rib</li><li>Short sleeves, mock neck</li><li>Single-stitch cuffs</li><li>Overedge hem</li><li>Printed front artwork</li><li>Vintage wash finish</li><li>Made in USA</li></ul><p>010827</p>","Enfants riches deprimes","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T-Shirts","Category: Clothing, Convictional, DC: 827, DMN: 010827, Gender: unisex, monostate-anrosa, Season: SS25, validate-product-description","FALSE","Color","Black","","Size","XS","","enfants-riches-deprimes-erd-baby-raglan-t-shirt-xs-xs","1000","anrosa-store-com","deny","anrosa-store-com","575","","TRUE","TRUE","8051594768588","https://cdn.anglera.com/assets/a788da47-b88d-47e0-a46a-57cc4e689452/4750865/ai-generated/9443f47c-8262-4b4e-a7c1-0f869130338f.png","Black raglan mock-neck baby rib t-shirt with white ERD graphic","FALSE","Enfants Riches Déprimés Erd Baby Raglan T‑Shirt","Medium-weight cotton raglan mock-neck tee with ERD print and vintage wash. Baby tee fit. Made in USA.","","","Black","black-denim-trousers, leather-belt, classic-crew-socks-3pk","","","","kg","","488.75","active"
"enfants-riches-deprimes-erd-baby-raglan-t-shirt","","","","","","","","","Black","","","S","","enfants-riches-deprimes-erd-baby-raglan-t-shirt-s-s","1000","anrosa-store-com","deny","anrosa-store-com","575","","TRUE","TRUE","8051594768571","https://cdn.anglera.com/assets/a788da47-b88d-47e0-a46a-57cc4e689452/4750865/ai-generated/2758fbd8-9f14-4258-bbe9-7d1ba481e71a.png","Model wearing black raglan mock-neck t-shirt with front ERD print","","","","","","","","","","","kg","","488.75",""
"enfants-riches-deprimes-erd-baby-raglan-t-shirt","","","","","","","","","Black","","","M","","enfants-riches-deprimes-erd-baby-raglan-t-shirt-m-m","1000","anrosa-store-com","deny","anrosa-store-com","575","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/010-827-A_35a29953-3872-4baf-bf50-23c14c804de0.webp?v=1759842107","Back view of black raglan mock-neck baby rib t-shirt","","","","","","","","","","","kg","","488.75",""
"enfants-riches-deprimes-erd-baby-raglan-t-shirt","","","","","","","","","Black","","","L","","enfants-riches-deprimes-erd-baby-raglan-t-shirt-l-l","1000","anrosa-store-com","deny","anrosa-store-com","575","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/010-827_780x_d2370a6b-9e06-49e2-8f6f-d52c589a5c5e.webp?v=1759842107","","","","","","","","","","","","kg","","488.75",""
"enfants-riches-deprimes-erd-baby-raglan-t-shirt","","","","","","","","","Black","","","XL","","enfants-riches-deprimes-erd-baby-raglan-t-shirt-xl-xl","1000","anrosa-store-com","deny","anrosa-store-com","575","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/010-827-B_780x_214cb5d8-a261-4452-8699-123fd07ff484.webp?v=1759842107","","","","","","","","","","","","kg","","488.75",""
"saint-mxxxxxx-2pac-tee-black","2Pac Graphic Cotton T-Shirt","<p>This black graphic tee pays tribute with a bold front print and a contrasting cross motif at the back. Cut for a relaxed silhouette, it channels elevated streetwear attitude with lived-in character and soft hand feel.</p><ul><li>Relaxed fit</li><li>Front 2Pac graphic</li><li>Back cross motif</li><li>Short sleeves, crewneck</li><li>Season: SS25</li></ul><p>SM-HR8-1111-C14</p>","Saint mxxxxxx","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T-Shirts","adult, Black, Category: Clothing, Clothing, Convictional, DC: 1C14, DMN: SM-HR8-1111-C14, Gender: unisex, monostate-anrosa, New, Season: SS25, unisex, validate-product-description","FALSE","Color","Black","","Size","S","","saint-mxxxxxx-2pac-tee-black-s-s","317.51","anrosa-store-com","deny","anrosa-store-com","550","","TRUE","TRUE","","https://cdn.anglera.com/assets/a788da47-b88d-47e0-a46a-57cc4e689452/4750866/ai-generated/525f875e-f727-45ca-b1bf-b247963ad0bb.png","Black short-sleeve graphic T-shirt with front 2Pac print","FALSE","Saint Mxxxxxx 2Pac Graphic Tee in Black","Relaxed-fit black tee with bold 2Pac graphic and back cross motif. Streetwear-ready style from Saint Mxxxxxx. SS25.","","","Black","","","","","kg","","467.5","active"
"saint-mxxxxxx-2pac-tee-black","","","","","","","","","Black","","","M","","saint-mxxxxxx-2pac-tee-black-m-m","317.51","anrosa-store-com","deny","anrosa-store-com","550","","TRUE","TRUE","","https://cdn.anglera.com/assets/a788da47-b88d-47e0-a46a-57cc4e689452/4750866/ai-generated/d0f08c6d-ebdf-49c1-bbec-2f7047f04173.png","Back view of black T-shirt with large white cross and red Saint text","","","","","","","","","","","kg","","467.5",""
"saint-mxxxxxx-2pac-tee-black","","","","","","","","","Black","","","L","","saint-mxxxxxx-2pac-tee-black-l-l","317.51","anrosa-store-com","deny","anrosa-store-com","550","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/SM_HR82622F_e45ef327-0cde-41c9-96b7-12fbab606659.jpg?v=1759842107","","","","","","","","","","","","kg","","467.5",""
"saint-mxxxxxx-2pac-tee-black","","","","","","","","","Black","","","XL","","saint-mxxxxxx-2pac-tee-black-xl-xl","317.51","anrosa-store-com","deny","anrosa-store-com","550","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/SM_HR82624F_ed471c14-28ef-4215-b5c9-4c0a57aaae60.jpg?v=1759842107","","","","","","","","","","","","kg","","467.5",""
"saint-mxxxxxx-2pac-tee-black","","","","","","","","","Black","","","XXL","","saint-mxxxxxx-2pac-tee-black-xxl-xxl","317.51","anrosa-store-com","deny","anrosa-store-com","550","","TRUE","TRUE","","","","","","","","","","","","","","kg","","467.5",""
"canada-goose-freestyle-crew-vest-black","Freestyle Crew Down Vest","<p>A streamlined, down-filled vest crafted for effortless layering in any season. Its durable polyester–cotton shell and suede tricot-lined collar deliver warmth and comfort, while a storm flap and secure pockets keep essentials protected. Finished in a sleek black for timeless versatility.</p><ul><li>83% polyester, 17% cotton</li><li>Down insulation</li><li>Suede tricot-lined collar</li><li>Storm flap with snaps</li><li>Layered pockets; interior security pocket</li><li>Season: SS25</li></ul><br><p>2054M61</p>","Canada goose","Apparel & Accessories > Clothing > Outerwear > Vests","Outerwear","Category: Clothing, Convictional, DC: 4M61, DMN: 2054M61, Gender: unisex, monostate-anrosa, Season: SS25, validate-product-description","FALSE","Color","Black","","Size","XS","","canada-goose-freestyle-crew-vest-black-xs-xs","1000","anrosa-store-com","deny","anrosa-store-com","695","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/22768483_53014368_2048.webp?v=1759842107","Black down vest with snap-front and logo patch","FALSE","Canada Goose Freestyle Crew Down Vest – Black","Down-filled black vest with durable shell, suede-lined collar, storm flap, and secure pockets. Ideal for year-round layering.","","","Black","thermal-long-sleeve-top, merino-wool-beanie, insulated-gloves, technical-joggers","","","","kg","","590.75","active"
"canada-goose-freestyle-crew-vest-black","","","","","","","","","Black","","","S","","canada-goose-freestyle-crew-vest-black-s-s","1000","anrosa-store-com","deny","anrosa-store-com","695","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/22768483_53014367_2048.webp?v=1759842107","Model wearing black down vest, front view","","","","","","","","","","","kg","","590.75",""
"canada-goose-freestyle-crew-vest-black","","","","","","","","","Black","","","M","","canada-goose-freestyle-crew-vest-black-m-m","1000","anrosa-store-com","deny","anrosa-store-com","695","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/22768483_53014360_2048.webp?v=1759842107","Model wearing black down vest, back view","","","","","","","","","","","kg","","590.75",""
"canada-goose-freestyle-crew-vest-black","","","","","","","","","Black","","","L","","canada-goose-freestyle-crew-vest-black-l-l","1000","anrosa-store-com","deny","anrosa-store-com","695","","TRUE","TRUE","","","","","","","","","","","","","","kg","","590.75",""
"canada-goose-freestyle-crew-vest-black","","","","","","","","","Black","","","XL","","canada-goose-freestyle-crew-vest-black-xl-xl","1000","anrosa-store-com","deny","anrosa-store-com","695","","TRUE","TRUE","","","","","","","","","","","","","","kg","","590.75",""
"balenciaga-helmet-black","3B Sports Icon Ski Helmet","<p>A sleek alpine helmet engineered for protection and polish. The matte black shell pairs an ABS exterior with EPS inner padding for impact absorption, while a Double D‑ring retention system ensures a secure fit. Venting details and soft ear coverage elevate comfort on the mountain, finished with bold 3B Sports Icon artwork.</p><ul><li>ABS shell, EPS padding</li><li>Double D‑ring closure</li><li>Vented design</li><li>Collaborative build with Briko</li><li>Made in China</li></ul><p>Product ID: 777477T01581070</p>","Balenciaga",""," Other Accessories","Balenciaga, Category: Clothing, Clothing, Convictional, DC: 1070, DMN: 777477T01581070, import_2021_02_24_135831, monostate-anrosa, Season: FW24, validate-product-description","FALSE","Color","Black","","Size","56","","balenciaga-helmet-black-56-56","560","anrosa-store-com","deny","anrosa-store-com","895","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/Medium-777477T01581070_F.jpg?v=1759842106","Black ski and snowboard helmet side view with logo","FALSE","Balenciaga Ski/Snowboard Helmet – Black","Balenciaga black ski and snowboard helmet with ABS shell, EPS padding, and Double D‑ring closure. Available in sizes 56–62.","","","Black","","","","","kg","","760.75","active"
"balenciaga-helmet-black","","","","","","","","","Black","","","58","","balenciaga-helmet-black-58-58","610","anrosa-store-com","deny","anrosa-store-com","895","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/Medium-777477T01581070_J.jpg?v=1759842106","Black ski helmet front-side view with vents and chin strap","","","","","","","","","","","kg","","760.75",""
"balenciaga-helmet-black","","","","","","","","","Black","","","60","","balenciaga-helmet-black-60-60","660","anrosa-store-com","deny","anrosa-store-com","895","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/Medium-777477T01581070_D.jpg?v=1759842106","Back view of black ski helmet with vents","","","","","","","","","","","kg","","760.75",""
"balenciaga-helmet-black","","","","","","","","","Black","","","62","","balenciaga-helmet-black-62-62","660","anrosa-store-com","deny","anrosa-store-com","895","","TRUE","TRUE","","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/Medium-777477T01581070_I.jpg?v=1759842106","Interior and chin strap view of black ski helmet with red buckle","","","","","","","","","","","kg","","760.75",""
"ami-adc-tshirt-black-1","ADC Cotton T-Shirt","<p>Elevate everyday dressing with this black ADC T‑shirt, cut in a clean crewneck silhouette and finished with the signature heart motif at the chest. Soft cotton jersey offers breathable comfort and an effortlessly polished look that pairs with anything.</p><ul><li>Cotton jersey</li><li>Crew neckline, short sleeves</li><li>Embroidered chest logo</li><li>Lightweight and breathable</li><li>Season: SS25</li></ul><p>BFUTS035.724001</p>","Anrosa store","Apparel & Accessories > Clothing > Clothing Tops > T-Shirts","T-Shirts","Category: Clothing, Convictional, DC: 4001, DMN:BFUTS035.724001, Gender, Gender: unisex, monostate-anrosa, Season: SS25, unisex, validate-product-description","FALSE","Color","Black","","Size","XS","","ami-adc-tshirt-black-xs-xs","1000","anrosa-store-com","deny","anrosa-store-com","145","","TRUE","TRUE","3666598138432","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/AMI-ADCTshirtBlackBlack.webp?v=1759842106","Black crewneck T-shirt with red heart logo at chest","FALSE","Anrosa ADC T‑Shirt – Black Cotton Tee","Black ADC crewneck T‑shirt in soft cotton with embroidered chest logo. Timeless, breathable everyday tee. Available in sizes XS–XL.","","","Black","","","","","kg","","123.25","active"
"ami-adc-tshirt-black-1","","","","","","","","","Black","","","S","","ami-adc-tshirt-black-s-s","1000","anrosa-store-com","deny","anrosa-store-com","145","","TRUE","TRUE","3666598138449","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/AMI-ADCTshirtBlackBlack1.jpg?v=1759842106","Close-up of black T-shirt crewneck and red heart logo","","","","","","","","","","","kg","","123.25",""
"ami-adc-tshirt-black-1","","","","","","","","","Black","","","M","","ami-adc-tshirt-black-m-m","1000","anrosa-store-com","deny","anrosa-store-com","145","","TRUE","TRUE","3666598138456","https://cdn.shopify.com/s/files/1/0641/5804/0249/files/AMI-ADCTshirtBlackBlack2.webp?v=1759842106","Model wearing black T-shirt with red chest logo, full body","","","","","","","","","","","kg","","123.25",""
"ami-adc-tshirt-black-1","","","","","","","","","Black","","","L","","ami-adc-tshirt-black-l-l","1000","anrosa-store-com","deny","anrosa-store-com","145","","TRUE","TRUE","3666598138463","","","","","","","","","","","","","kg","","123.25",""
"ami-adc-tshirt-black-1","","","","","","","","","Black","","","XL","","ami-adc-tshirt-black-xl-xl","1000","anrosa-store-com","deny","anrosa-store-com","145","","TRUE","TRUE","","","","","","","","","","","","","","kg","","123.25",""
"birkenstock-1774-union-la-bimshire-shadow-grey","Bimshire Suede Clogs","<p>An elevated take on a classic clog, the Union LA Bimshire in Shadow Grey blends refined materials with laid-back comfort. Textured overlays, soft suede, and tonal buckles create a sleek, minimalist silhouette with ergonomic support for everyday wear.</p><ul><li>Suede and textured upper</li><li>Tonal double buckle straps</li><li>Ergonomic footbed</li><li>Slip-on clog style</li><li>Shadow grey colorway</li><li>Limited collaboration</li></ul><br><p>1029699</p>","Anrosa store","Apparel & Accessories > Shoes > Sandals"," Mules","Category: Shoes, Convictional, DC: 9699, DMN:1029699, Gender: unisex, monostate-anrosa, Season: SS25, StockX_Listing_Error","FALSE","Color","Shadow Grey","","Size","39","","birkenstock-1774-union-la-bimshire-shadow-grey-39-39","2000","anrosa-store-com","deny","anrosa-store-com","280","","TRUE","TRUE","4580577560610","https://cdn.anglera.com/assets/a788da47-b88d-47e0-a46a-57cc4e689452/4750870/ai-generated/a32d9bf9-1f39-44f4-909e-8f70cdfaf1ee.png","Shadow grey clog with double buckles, side view","FALSE","Birkenstock 1774 Union LA Bimshire – Shadow Grey","Limited Union LA x Birkenstock 1774 Bimshire clog in Shadow Grey with ergonomic comfort and tonal buckles. Available in sizes 39–45.","","","Gray,Pink","ribbed-crew-socks, relaxed-cotton-shorts, lightweight-flannel-shirt","","","","kg","","238","active"
